id,url,title,price,description,image_count,first_image_url,processing_timestamp,variant_count,variant_types,stock_status
hook-backed-edc-organizer-panel,https://agilite.co.il/products/hook-backed-edc-organizer-panel,פאנל ארגון טקטי,159.9,"תיאור   פרטים   מפרט   החזרים         • לוח ה-EDC Organizer ניתן להתאמה למגוון אינסופי של סידורי ציוד – אזורי האחסון הרב-תכליתיים שלו מתאימים לכל דבר, ממחסניות רובה ואקדח ועד מטענים, אוזניות, עכבר וכבלים.   • כולל שני כיסים עם רוכסן לשמירה על חפצים קטנים או יקרי ערך, לצד תאים לעטים, מולטיטול, פנסים, ציוד הישרדות, מסמכים, אלקטרוניקה ומתלה מפתחות מתכתי בתקן צבאי.            • לוח ארגון מספק למשתמש תיק AMAP III פתרונות אחסון במגוון גדלים – כולל פאוצ'ים פתוחים עם גומי למחסניות, טלפונים ועוד    • אחסון לטורניקטים, עטים, מולטיטולים, פנסים, מסמכים, מחסניות רובה ואקדח    • כיס רוכסן גדול למטעני טלפון או לפטופ    • כיס רוכסן נוסף לפריטים קטנים שקל לאבד    • מתלה מפתחות מתכתי            • בד ניילון טקטי 500/1000 דנייר CORDURA® בתקן צבאי    • בד וסקוץ' חתוכים בלייזר    • רכיבי פלסטיק ומתכת בתקן צבאי    • ידית משיכה Agilite Polymer Grip-pull    מידות לוח ארגון:    גובה: 24.1 ס""מ (9.5 אינץ')    רוחב: 25.5 ס""מ (10 אינץ')            מדיניות החזרים: אם אינכם מרוצים מהרכישה שלכם ב-100%, תוכלו להחזיר את המוצר ולקבל החזר כספי מלא. ניתן להחזיר מוצר עד 30 ימים ממועד קבלתו. המוצר חייב לחזור במצב שבו התקבל.   לשאלות נוספות או למידע על החזרות מחוץ לארה""ב, צרו קשר:     customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/files/AGILITE_Hook-backed_EDC_Organizer_Panel_RG-1.webp?v=1740662164&width=1024,2025-06-18T18:31:29.813811,3,[],Out of Stock
hook-backed-edc-organizer-panel-up,https://agilite.co.il/products/hook-backed-edc-organizer-panel-up,פאנל ארגון טקטי,139.9,"תיאור   פרטים   מפרט   החזרים         • לוח ה-EDC Organizer ניתן להתאמה למגוון אינסופי של סידורי ציוד – אזורי האחסון הרב-תכליתיים שלו מתאימים לכל דבר, ממחסניות רובה ואקדח ועד מטענים, אוזניות, עכבר וכבלים.   • כולל שני כיסים עם רוכסן לשמירה על חפצים קטנים או יקרי ערך, לצד תאים לעטים, מולטיטול, פנסים, ציוד הישרדות, מסמכים, אלקטרוניקה ומתלה מפתחות מתכתי בתקן צבאי.            • לוח ארגון מספק למשתמש תיק AMAP III פתרונות אחסון במגוון גדלים – כולל פאוצ'ים פתוחים עם גומי למחסניות, טלפונים ועוד    • אחסון לטורניקטים, עטים, מולטיטולים, פנסים, מסמכים, מחסניות רובה ואקדח    • כיס רוכסן גדול למטעני טלפון או לפטופ    • כיס רוכסן נוסף לפריטים קטנים שקל לאבד    • מתלה מפתחות מתכתי            • בד ניילון טקטי 500/1000 דנייר CORDURA® בתקן צבאי    • בד וסקוץ' חתוכים בלייזר    • רכיבי פלסטיק ומתכת בתקן צבאי    • ידית משיכה Agilite Polymer Grip-pull    מידות לוח ארגון:    גובה: 24.1 ס""מ (9.5 אינץ')    רוחב: 25.5 ס""מ (10 אינץ')            מדיניות החזרים: אם אינכם מרוצים מהרכישה שלכם ב-100%, תוכלו להחזיר את המוצר ולקבל החזר כספי מלא. ניתן להחזיר מוצר עד 30 ימים ממועד קבלתו. המוצר חייב לחזור במצב שבו התקבל.   לשאלות נוספות או למידע על החזרות מחוץ לארה""ב, צרו קשר:     customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/files/AGILITE_Hook-backed_EDC_Organizer_Panel_RG-1.webp?v=1740662164&width=1024,2025-06-18T18:31:29.813811,3,"['size', 'color']",Out of Stock
ir-us-flag-patch,https://agilite.co.il/products/ir-us-flag-patch,IR פאץ' דגל אמריקאי,57.9,"תיאור   פרטים   מפרט   החזרים         • פאצ'ים אינפרא-אדום של דגל ארה""ב מבית Agilite מאפשרים **זיהוי כוחות ידידותיים/עוינים** במהלך פעילות לילה או בתנאי תאורה נמוכה.   • בעלי גוון מעומעם (subdued) לשימוש קרבי ובהתאם לנהלי מדים – זמינים בגרסה רגילה או הפוכה (לצד ימין), או כסט של 2.   • אנו משתמשים בטכנולוגיה מתקדמת שמקנה לפאצ'ים עמידות גבוהה יותר בפני התקלפות או התפרקות בקצוות – גם בשימוש צבאי אינטנסיבי.            • פאצ'ים אינפרא-אדום לזיהוי כוחות ידידותיים בתנאי לילה או תאורה נמוכה   • עיצוב מעומעם בהתאמה לנהלי לבוש שדה   • זמינים בגרסה רגילה או הפוכה (לצד ימין), או כסט של שניים   • ייצור איכותי במיוחד ועמידות גבוהה לקילופים בקצוות   • גב סקוץ' (Hook backing)   • מידות: 9x5 ס""מ (3.5""×2"")            • מידות: אינץ' – 3.5×2 / ס""מ – 9×5   • ייצור איכותי, עמיד יותר מפאצ'ים בטכנולוגיה סטנדרטית   • גב סקוץ'   • צבעים מעומעמים שחור/אפור להתאמה למדים   • תקן צבאי   • ללא מינימום להזמנה   • זמינים בגרסה רגילה או הפוכה   • תוצרת ישראל            מדיניות החזרים: אם אינכם מרוצים ב-100% מהרכישה, תוכלו להחזיר את המוצר ולקבל החזר כספי מלא. ניתן להחזיר את המוצר תוך עד 30 ימים ממועד קבלתו. המוצר חייב לחזור כפי שהתקבל.   לשאלות נוספות או למידע על החזרות מחוץ לארה""ב, צרו קשר:     customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/products/Untitled_design_50_400x400_42da34b7-b6cf-4b9e-b5ca-6741f2c8aea0.png?v=1669549573&width=1024,2025-06-18T18:31:29.813811,2,[],Out of Stock
israeli-flag-patch-od-green,https://agilite.co.il/products/israeli-flag-patch-od-green,פאץ' דגל ישראל,23.9,"פרטים   החזרות     • דגל טקטי רשמי של ארץ הקודש וכוחות ההגנה לישראל (צה""ל)  • פאץ' טקטי מסיליקון בצבע ירוק OD עם סקוץ' בגב    מדיניות החזרות - אם אינך מרוצה ב-100% מהרכישה שלך, תוכל להחזיר את המוצר ולקבל החזר כספי מלא. ניתן להחזיר מוצר עד 30 ימים ממועד קבלתו. כל מוצר שיוחזר חייב להיות באותו מצב שבו התקבל. לשאלות נוספות ולפרטים על החזרות מחוץ לארה""ב, אנא צור קשר בכתובת customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/files/ILFlag_OD.webp?v=1714293158&width=1024,2025-06-18T18:31:29.813811,1,[],In Stock
jump-retention-tabs,https://agilite.co.il/products/jump-retention-tabs,לשוניות אחזקה למחסנית,79.0,,1,https://agilite.co.il/cdn/shop/files/AGILITE_Jump_Retention_Tabs_RG-1.webp?v=1747123049&width=1024,2025-06-18T18:31:29.813811,3,[],In Stock
k19-plate-carrier-3-0-hesco-3110-level-iii-side-plates,https://agilite.co.il/products/k19-plate-carrier-3-0-hesco-3110-level-iii-side-plates,חבילת קרמון K-19™  3.0 + פלטות צד קרמיות רמה שלוש - HESCO 3110 LVL III,2779.0,שם המוצר החדש                                מידע     החזרים               כולל:            קרמון K-19       פלטות צד קרמיות רמה שלוש – HESCO 3110 LVL III       פאוץ' פלטות מיגון צדדיות                           מדיניות החזרה       ניתן להחזיר את המוצר עד 30 ימים מיום הרכישה ולקבל החזר כספי מלא.       יש לוודא שהמוצר מוחזר במצבו המקורי כפי שהתקבל וללא סימני שימוש.       לבירורים נוספים ניתן לפנות אלינו בכתובת       customercare@agilitegear.com,1,https://agilite.co.il/cdn/shop/files/Bundle_K19_Sideplates_Flank_RG-1_1.webp?v=1748253767&width=1024,2025-06-18T18:31:29.813811,4,"['size', 'color']",In Stock
k-zero-bundle,https://agilite.co.il/products/k-zero-bundle,חבילת קרמון  ™K-Zero מזווד,1764.0,כולל:   קרמון &nbsp;™K-Zero   פונדת מחסניות ™Pincer   פאוץ' קנגרו&nbsp;™Six Pack,1,https://agilite.co.il/cdn/shop/files/Bundle-1_RG_01.webp?v=1715662006&width=1024,2025-06-18T18:31:29.813811,2,[],In Stock
k-zero-plate-carrier,https://agilite.co.il/products/k-zero-plate-carrier,K-Zero™-  קרמון מיוחדות,1189.0,"K-Zero Plate Carrier - Hebrew                        מידע   מידות   מפרט   החזרים            מערכת הנשיאה K-Zero היא הקרמון הנמוך-פרופיל הנוח ביותר בשוק.     היא היחידה שפותחה ישירות בשיתוף יחידות מיוחדות מישראל וארה״ב     במטרה לפתור את כל בעיות הנוחות והתפעול הקיימות בקרמונים מודרניים.           בעשור האחרון הקרמונים הלכו ונעשו נמוכי-פרופיל יותר ויותר,     אך יחד עם זאת הפכו לפחות נוחים. ה־K-Zero שומר על פרופיל נמוך     אך מציע נוחות משמעותית גבוהה יותר, בין אם לובשים אותו נקי (slick),     או מעמיסים עליו עוד שכבות למשך ימים שלמים.           עיצוב ה־V הייחודי של Agilite מפזר את המשקל על פני 8 נקודות תלייה שונות,     כך שאין ״נקודות לחץ״ מרוכזות. ריפוד פנימי (תאי-סגור) דק, מאפשר      נוחות בלתי רגילה ללא הוספת נפח מיותר או הפרעה ליציבה עם הנשק.           ה-K-Zero מגיע עם רצועות צד (Cummerbund) אוניברסליות במידה אחת,     כך שתוכלו להתאים אותו בצורה המושלמת למבנה הגוף שלכם,     ואף לכוונן אותו לבד תוך כדי לבישה.     הוא גמיש במיוחד: בחזית אפשר לבחור בין סקוטש (Velcro) או אבזמי שחרור מהיר,     בהתאמה לצורך המבצעי. יש לו התקנות פנימיות וחיצוניות,     ורצועת המתיחה אינה גוזלת שטח שימושי מלוח הגב.           לנשיאת עומסים כבדים אף יותר, ה־K-Zero תואם גם ל־     Warfighter™ Cummerbund     או לכל רצועות צד אחרות המבוססות סקוטש.           בעוד שבקרמונים אחרים ניהול הכבלים הוא תוספת משנית,     ב־K-Zero הוא תוכנן מראש בכל שלב.      ערכת ניהול כבלים (Cable Management Kit) כלולה     כברירת מחדל,     ומאפשרת לכם לסדר את הכבלים, חיבורי PTT וצינורות השתייה בדיוק כמו שאתם רוצים.           ה־K-Zero נותן לכם יתרונות שנגזרו מהניסיון המבצעי העשיר ביותר,     באזור בו מתבצעים מבצעים ברמה יומיומית.      בין אם אתם מגנים על מדינתכם בחזית, מגנים על הקהילה או על הבית,     ה־K-Zero יספק לכם יתרון חסר תקדים.               ל־K-Zero יש רצועות צד במידה אחידה המתאימות לכל מבני הגוף.          הדבר היחיד שיש להתאים הוא גודל שקי הלוחות (Plate Bags),     כך שיתאימו ללוחות המיגון שאתם מתכוונים להכניס.           מידה Medium: תתאים לרוב לוחות המיגון בגודל 10x12, SAPI Medium או קטנים יותר.           מידה Large: מיועדת ללוחות SAPI Large או כל לוח בגודל של עד 10.30\""x13.25\"".           *שקי הלוחות מתאימים לכל צורות החיתוך: SAPI, ESAPI, Shooters Cut, Swimmers Cut           אם יש לכם שאלות נוספות בנושא המידה, ראו את ההנחיות המלאות למטה:              שלב 1: מדדו את הרוחב, הגובה והעובי של לוחות המיגון שלכם:              שלב 2: בדקו באיזה גודל של K-Zero לוחות המיגון שלכם יתאימו:                           גודל שק הפלאטה         רוחב מקסימלי         גובה מקסימלי         עובי מקסימלי                       Medium         10.2\"" (260מ\""מ)         12.6\"" (321מ\""מ)         1.25\"" (33מ\""מ)                       Large         10.3\"" (261.62מ\""מ)         13.1\"" (335מ\""מ)         1.25\"" (33מ\""מ)                           מפרט (SPECS):     • 500D CORDURA® Mil Spec Tactical Nylon     • רכיבים ייחודיים בסטנדרט צבאי (Proprietary Mil Spec hardware)     • Laser-cut Squadron™ laminate     • פאנלי Velcro® MOLLE חתוכים בלייזר     • ריפוד תאי-סגור (closed-cell) לנוחות מרבית     • משקל: 1.74 פאונד (0.79 ק\""ג)      פרטים (Details):     • הקרמון הנמוך-פרופיל הנוח ביותר בשוק     • תואם פלאקרדים (Placard-compatible)     • עיצוב V ייחודי שמפזר משקל מהכתפיים למרכז הגוף, ומונע נקודות לחץ     • ריפוד דק אך אפקטיבי, מוסיף נוחות משמעותית בלי נפח עודף     • מגיע עם רצועות צד במידה אחידה שניתן לכוון תוך כדי לבישה     • רצועות הצד מאפשרות מעבר בין סקוטש (וולקרו) או אבזמי שחרור מהיר (לא כלולים)     • הכנף האחורית (Back Flap) תואמת ל־Warfighter Cummerbund או לכל רצועות סקוטש     • ניהול כבלים מובנה בכתפיות ובפאנל הקדמי/אחורי     • ערכת ניהול כבלים כלולה     • תואם לתיק ההסתערות AMAP III               משלוח חינם על מוצר זה (ועל שאר ההזמנה)     מדיניות החזרים: אם אינכם מרוצים מהרכישה שלכם ב־100%,     תוכלו להחזיר את המוצר ולקבל החזר כספי מלא.     ניתן להחזיר את המוצר עד 30 ימים מיום קבלתו, ובתנאי שהוא נשאר במצב המקורי בו התקבל.     לכל שאלה נוספת, צרו קשר ב־     customercare@agilitegear.com.",1,https://agilite.co.il/cdn/shop/files/K-ZERO_PlateCarrier_RG-1_8784f2f3-b851-4ff1-b8dc-b69df9a3273b.webp?v=1712820333&width=1024,2025-06-18T18:31:29.813811,8,['size'],Out of Stock
k-zero-%D7%91%D7%94%D7%A0%D7%97%D7%AA-%D7%98%D7%9C%D7%92%D7%A8%D7%9D,https://agilite.co.il/products/k-zero-%D7%91%D7%94%D7%A0%D7%97%D7%AA-%D7%98%D7%9C%D7%92%D7%A8%D7%9D,K-Zero™-  קרמון מיוחדות,990.0,K-Zero Plate Carrier - Hebrew                     מידע   מידות   מפרט   החזרים,1,https://agilite.co.il/cdn/shop/files/K-ZERO_PlateCarrier_RG-1_8784f2f3-b851-4ff1-b8dc-b69df9a3273b.webp?v=1712820333&width=1024,2025-06-18T18:31:29.813811,4,['size'],Out of Stock
k-zero%E2%84%A2-pro-plate-carrier,https://agilite.co.il/products/k-zero%E2%84%A2-pro-plate-carrier,חבילת קרמון K-Zero™ Pro,1727.9,"K-Zero Plate Carrier - Hebrew                     מידע   מידות   מפרט   החזרים            מערכת הנשיאה K-Zero היא הקרמון הנמוך-פרופיל הנוח ביותר בשוק.     היא היחידה שפותחה ישירות בשיתוף יחידות מיוחדות מישראל וארה״ב     במטרה לפתור את כל בעיות הנוחות והתפעול הקיימות בקרמונים מודרניים.           בעשור האחרון הקרמונים הלכו ונעשו נמוכי-פרופיל יותר ויותר,     אך יחד עם זאת הפכו לפחות נוחים. ה־K-Zero שומר על פרופיל נמוך     אך מציע נוחות משמעותית גבוהה יותר, בין אם לובשים אותו נקי (slick),     או מעמיסים עליו עוד שכבות למשך ימים שלמים.           עיצוב ה־V הייחודי של Agilite מפזר את המשקל על פני 8 נקודות תלייה שונות,     כך שאין ״נקודות לחץ״ מרוכזות. ריפוד פנימי (תאי-סגור) דק, מאפשר      נוחות בלתי רגילה ללא הוספת נפח מיותר או הפרעה ליציבה עם הנשק.           ה-K-Zero מגיע עם רצועות צד (Cummerbund) אוניברסליות במידה אחת,     כך שתוכלו להתאים אותו בצורה המושלמת למבנה הגוף שלכם,     ואף לכוונן אותו לבד תוך כדי לבישה.     הוא גמיש במיוחד: בחזית אפשר לבחור בין סקוטש (Velcro) או אבזמי שחרור מהיר,     בהתאמה לצורך המבצעי. יש לו התקנות פנימיות וחיצוניות,     ורצועת המתיחה אינה גוזלת שטח שימושי מלוח הגב.           לנשיאת עומסים כבדים אף יותר, ה־K-Zero תואם גם ל־     Warfighter™ Cummerbund     או לכל רצועות צד אחרות המבוססות סקוטש.           בעוד שבקרמונים אחרים ניהול הכבלים הוא תוספת משנית,     ב־K-Zero הוא תוכנן מראש בכל שלב.      ערכת ניהול כבלים (Cable Management Kit) כלולה     כברירת מחדל,     ומאפשרת לכם לסדר את הכבלים, חיבורי PTT וצינורות השתייה בדיוק כמו שאתם רוצים.           ה־K-Zero נותן לכם יתרונות שנגזרו מהניסיון המבצעי העשיר ביותר,     באזור בו מתבצעים מבצעים ברמה יומיומית.      בין אם אתם מגנים על מדינתכם בחזית, מגנים על הקהילה או על הבית,     ה־K-Zero יספק לכם יתרון חסר תקדים.               ל־K-Zero יש רצועות צד במידה אחידה המתאימות לכל מבני הגוף.          הדבר היחיד שיש להתאים הוא גודל שקי הלוחות (Plate Bags),     כך שיתאימו ללוחות המיגון שאתם מתכוונים להכניס.           מידה Medium: תתאים לרוב לוחות המיגון בגודל 10x12, SAPI Medium או קטנים יותר.           מידה Large: מיועדת ללוחות SAPI Large או כל לוח בגודל של עד 10.30\""x13.25\"".           *שקי הלוחות מתאימים לכל צורות החיתוך: SAPI, ESAPI, Shooters Cut, Swimmers Cut           אם יש לכם שאלות נוספות בנושא המידה, ראו את ההנחיות המלאות למטה:              שלב 1: מדדו את הרוחב, הגובה והעובי של לוחות המיגון שלכם:              שלב 2: בדקו באיזה גודל של K-Zero לוחות המיגון שלכם יתאימו:                           גודל שק הפלאטה         רוחב מקסימלי         גובה מקסימלי         עובי מקסימלי                       Medium         10.2\"" (260מ\""מ)         12.6\"" (321מ\""מ)         1.25\"" (33מ\""מ)                       Large         10.3\"" (261.62מ\""מ)         13.1\"" (335מ\""מ)         1.25\"" (33מ\""מ)                           מפרט (SPECS):     • 500D CORDURA® Mil Spec Tactical Nylon     • רכיבים ייחודיים בסטנדרט צבאי (Proprietary Mil Spec hardware)     • Laser-cut Squadron™ laminate     • פאנלי Velcro® MOLLE חתוכים בלייזר     • ריפוד תאי-סגור (closed-cell) לנוחות מרבית     • משקל: 1.74 פאונד (0.79 ק\""ג)      פרטים (Details):     • הקרמון הנמוך-פרופיל הנוח ביותר בשוק     • תואם פלאקרדים (Placard-compatible)     • עיצוב V ייחודי שמפזר משקל מהכתפיים למרכז הגוף, ומונע נקודות לחץ     • ריפוד דק אך אפקטיבי, מוסיף נוחות משמעותית בלי נפח עודף     • מגיע עם רצועות צד במידה אחידה שניתן לכוון תוך כדי לבישה     • רצועות הצד מאפשרות מעבר בין סקוטש (וולקרו) או אבזמי שחרור מהיר (לא כלולים)     • הכנף האחורית (Back Flap) תואמת ל־Warfighter Cummerbund או לכל רצועות סקוטש     • ניהול כבלים מובנה בכתפיות ובפאנל הקדמי/אחורי     • ערכת ניהול כבלים כלולה     • תואם לתיק ההסתערות AMAP III               משלוח חינם על מוצר זה (ועל שאר ההזמנה)     מדיניות החזרים: אם אינכם מרוצים מהרכישה שלכם ב־100%,     תוכלו להחזיר את המוצר ולקבל החזר כספי מלא.     ניתן להחזיר את המוצר עד 30 ימים מיום קבלתו, ובתנאי שהוא נשאר במצב המקורי בו התקבל.     לכל שאלה נוספת, צרו קשר ב־     customercare@agilitegear.com.",1,https://agilite.co.il/cdn/shop/files/K-ZERO_SF_Plate_Carrier_RG-1_59f3791e-b6f8-4ebf-8e06-ee48a84fcdf1.webp?v=1746991118&width=1024,2025-06-18T18:31:29.813811,6,[],Out of Stock
k-zero-plate-carrier-hesco-3110-level-iii-side-plates,https://agilite.co.il/products/k-zero-plate-carrier-hesco-3110-level-iii-side-plates,חבילת ™K-Zero קרמון + פלטות צד קרמיות רמה 3 - HESCO 3110 LVL III,2779.0,שם המוצר החדש                                מידע     החזרים               כולל:            קרמון K-Zero       פלטות צד קרמיות רמה שלוש – HESCO 3110 LVL III       פאוץ' פלטות מיגון צדדיות                           מדיניות החזרה       ניתן להחזיר את המוצר עד 30 ימים מיום הרכישה ולקבל החזר כספי מלא.       יש לוודא שהמוצר מוחזר במצבו המקורי כפי שהתקבל וללא סימני שימוש.       לבירורים נוספים ניתן לפנות אלינו בכתובת       customercare@agilitegear.com,1,https://agilite.co.il/cdn/shop/files/Bundle_K-Zero_Sideplates_Flank_RG-1_1.webp?v=1748253703&width=1024,2025-06-18T18:31:29.813811,8,[],Out of Stock
k19-plate-carrier,https://agilite.co.il/products/k19-plate-carrier,K-19™ 3.0 קרמון,1189.0,"מידע   מידות   מפרט   החזרים     • ה- K-19 הוא הקרמון הכי נוח שיש בשוק. עוצב ישירות עם כוחות מיוחדים של ישראל וארצות הברית כדי לתקן ולשפר את בעיות הנוחות והפונקציונליות עם הווסטים המודרניים. • ל-K-19 יש רצועת צד אחידה אשר מתאימה לכולם. בנוסף, התושבת למיגון הקרמי מסוגלת לשנות מידה כך שתתאים לפלטות קטנות או גדולות יותר מהגודל הנפוץ. • הקרמון משלב בתוכו את מערכת הניתוק המהיר Egress™ ואת רצועת הצד Fast Adjust™, המאפשרות התאמה אישית בזמן אמת. • הקרמון תואם אביזרים מודולריים וסקוטשים, כולל אבזמי ניתוק מהיר הניתנים להתאמה אישית. • ה-K-19 נוסה והוכח בשטח בתנאים קיצוניים ברחבי העולם כדי להבטיח נוחות ויעילות.      חדשות טובות! ה-K-19 מגיע עם תושבת פלטה במידה אחת שמתאימה לרוב הפלטות במידות: S, M, L. לבירור מידות מדויקות, נא לעיין בתמונות:         • ניילון טקטי 1000D CORDURA® בתקן צבאי • אבזמי פולימר ומחברים תקניים צבאיים • מערכת ניתוק מהיר Egress™ ורצועות צד מתכווננות Fast-Adjust™ • חיפוי MOLLE חתוך בלייזר עם סקוטש • מתאים לכל פלטות מיגון בגודל S, M או L מסוג SAPI/ESAPI בעובי של עד 1.5 אינץ' • תואם לכל פלטות 10""X12"" • משקל: 2.5 פאונד (1.1 ק""ג) פרטים נוספים • רצועת צד מתכווננת Fast-Adjust™ להתאמה בזמן אמת • אבזמי כתף ניתנים להחלפה (ימין ושמאל) • תיק פלטות אוניברסלי עם מתאם פנימי לכל הגדלים הנפוצים • תואם פלטפורמות מודולריות עם מחברי פלטות • ריפוד כתפיים לנוחות מקסימלית • ידית גרירה אחורית ותעלות כתף לכבלים וצינורות שתייה      מדיניות החזרים: במידה ואינכם מרוצים מהמוצר, ניתן להחזירו עד 30 יום מרגע הרכישה להחזר כספי מלא. המוצר חייב להיות במצב חדש כפי שהתקבל. לפרטים נוספים, ניתן לפנות אלינו בכתובת: customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/files/K19_3.0PlateCarrier_RG-1.webp?v=1712820417&width=1024,2025-06-18T18:31:29.813811,6,[],Out of Stock
k-19-plate-carrier-back-flap-adapter,https://agilite.co.il/products/k-19-plate-carrier-back-flap-adapter,K19™ - כנף תיאום אחורית לחובק קרמון,149.0,המתאם K19 Back Flap Cummerbund מאפשר לחבר את חגורת ה-Warfighter Cummerbund או כל חגורה צדדית בסגנון חיבור באמצעות סקוץ' (Hook and Loop) אל ה-K19 Plate Carrier (גרסאות 2.0 ו-3.0). מתחבר לחלק האחורי של ה-K19 Plate Carrier באמצעות MOLLE.,1,https://agilite.co.il/cdn/shop/files/K19_3.0PlateCarrierBackFlapCummerbundAdapter_RG-1.webp?v=1714293342&width=1024,2025-06-18T18:31:29.813811,4,[],Out of Stock
laptop-carrier,https://agilite.co.il/products/laptop-carrier,תיק לפטופ טקטי,259.9,"*פלטת מיגון אינה כלולה!*       מידע   מידות   מפרט   החזרים    • מתקפות טרור בדרך כלל לא קורות כשאתה עם ציוד לחימה מלא. התיק למחשב נייד של אג'ילייט מאפשר לך לקחת איתך הגנה למצב חירום באופן מוסתר לכל מקום.    • במקור התיק למחשב נוצר בשביל כוחות ביטחון מיוחדים סמויים שצריכים להתערבב בקלות בקהל אך עדיין יכולים לעבור למצב תקיפה עם ציוד שיגן על חייהם.   • לתיק מתאימות פלטות קשות ורכות, ומסוגל להפוך מתיק מחשב נייד לאפוד הגנה בשניות, שמאפשר לך לנהל חזית אל מול תוקף מהר מאוד.    • מתאים לכל הגדלים הנפוצים של מחשבים ניידים, כולל 15.6 אינץ'. בתיק יש מקום  מיועד למטען, אוזניות, מחברות, טאבלט וכל החפצים היומיומיים שאתם מסתובבים איתם.       • התא הראשי מתאים לפלטות בגודל 35.5 ס""מ על 27.9 ס""מ וקטן יותר  • התא המיועד למיגון מתאים ל 22.86 ס""מ על 35.5 ס""מ וקטן יותר   • מתאים למחשבים ניידים בכל המידות הנפוצות עד 16 אינץ'      • 500D CORDURA® Mil Spec Tactical Nylon • Dimensions: 12.9""x17.7""x2.3"" • Weight: 624g   • Main Compartment fits hard or soft armor plates 11""x14"" or smaller • Dedicated compartment for soft armor insers 9""x14"" or smaller  • Fits all common laptop sizes up to and including 16” Optional Level 3A Soft Armor Insert •TSA Approved  • Gives you lightweight, life-saving IIIA protection that you can take anywhere  • Will stop common handgun rounds as specified by NIJ Standard-0101.06 such as 9mm, .40, .45, and .44 magnum.  • Special Threat Tested against 12 Gauge (buckshot and slug), Liberty Civil Defense 9mm and FN 5.7×28 (SS197SR)  • Stab and slash resistant  • 5yr warranty  • Made in the USA   Details • Fits all common laptop sizes including and up to 16” • Storage pocket for computer charger, headphones  &amp; more • Also serves as 100% concealable emergency plate carrier • Goes from shoulder carry to plate carrier fit in seconds • Fits soft or hard armor panels up to 11""x14""  • Quick access CCW pocket for pistols, magazines, tourniquets &amp; more  • MOLLE Loop area for ID patches with removable ‘Grey Man,’ cover • Rear luggage handle pass-through      מדיניות החזרים:  במידה ואינכם מרוצים מהמוצר ביכולתכם להחזירו עד 30 ימים מיום רכישתו בכדי לקבל החזר כספי מלא. כל מוצר אשר חוזר אלינו חייב להגיע באותו מצב אשר הגיע אליכם. לבירורים נוספים נא לפנות אלינו דרך customercare@agilitegear.com",1,https://agilite.co.il/cdn/shop/products/1_d6437865-fc84-4bd4-89ea-93aa63892166.jpg?v=1669549158&width=1024,2025-06-18T18:31:29.813811,3,[],Out of Stock
